,Data,Label 
5627,$totalAmount.currency,
5628,$initialFee.type,
5629,$initialFee.value,
5630,$initialFee.currency,
5631,$initialFee.taxIncluded,
5632,$sourceOfIncome,
5633,$payor.customerId,
5634,$payor.payorType,
5635,$id_module,
5636,$nom_module,
5637,$id_version,
5638,$numero_version,
5639,$id_type,
5640,$id_fonctionnel,
5641,$date_socle,
5642,$revision,
5643,$type_socle,
5644,$id_referentiel,
5645,$id_logiciel,
5646,$nom_logiciel,
5647,$id_technique,
5648,$numero_socle,
5649,$os,
5650,$id_ssa,
5651,$nom_application,
5652,$kennzeichen,
5653,$fahrzeugTyp,
5654,$fahrzeugUUID,
5655,$pin,
5656,$nummer,
5657,$fahrzeug.kennzeichen,
5658,$fahrzeug.fahrzeugTyp,
5659,$fahrzeug.status,
5660,$fahrzeug.fahrzeugUUID,
5661,$creaUsr,
5662,$modUsr,
5663,$funkkennerUUID,
5664,$gridId,
5665,$cycle,
5666,$sequence,
5667,$cycleStartDate,
5668,$cycleEndDate,
5669,$discriminator.cycle,
5670,$discriminator.sequence,
5671,$discriminator.position,
5672,$discriminator.status,
5673,$discriminator.statusDate,
5674,$deliveryMode,
5675,$pointOfSalesAddresses.city,CITY
5676,$pointOfSalesAddresses.country,CC
5677,$pointOfSalesAddresses.line1,HADD
5678,$pointOfSalesAddresses.line2,HADD
5679,$pointOfSalesAddresses.line3,HADD
5680,$pointOfSalesAddresses.line4,HADD
5681,$pointOfSalesAddresses.line5,HADD
5682,$pointOfSalesAddresses.stateProvince,ST
5683,$pointOfSalesAddresses.zipCode,HADD
5684,$pointOfSalesAddresses.phone,TN
5685,$pointOfSalesAddresses.id,HADD
5686,$pointOfSalesAddresses.name,HADD
5687,$text,
5688,$ctaLabel,
5689,$membergrid.gridId,
5690,$membergrid.cycle,
5691,$membergrid.position,
5692,$membergrid.sequence,
5693,$membergrid.active,
5694,$membergrid.cycleStartDate,
5695,$membergrid.cycleEndDate,
5696,$reward.cycle,
5697,$reward.sequence,
5698,$reward.position,
5699,$reward.status,
5700,$reward.statusDate,
5701,$guid,
5702,$message_number,
5703,$subject.nl,
5704,$subject.en,
5705,$subject.code,
5706,$poa_title.nl,
5707,$poa_title.en,
5708,$poa_title.code,
5709,$valid_start_date,
5710,$valid_end_date,
5711,$press_release_url.nl,
5712,$press_release_url.en,
5713,$press_release_url.code,
5714,$notices_to_skipper.type,
5715,$notices_to_skipper.country,
5716,$notices_to_skipper.organisation,
5717,$notices_to_skipper.year,
5718,$notices_to_skipper.sequence_number,
5719,$notices_to_skipper.version,
5720,$publication_date,
5721,$free_text,
5722,$identification.source,
5723,$identification.organisation,
5724,$identification.vn_locode,
5725,$identification.country_code,CC
5726,$identification.language_code,
5727,$reason.nl,
5728,$reason.en,
5729,$reason.code,
5730,$source.nl,
5731,$source.en,
5732,$source.code,
5733,$target_group.nl,
5734,$target_group.en,
5735,$target_group.code,
5736,$direction.nl,
5737,$direction.en,
5738,$direction.code,
5739,$contacts.name,FN
5740,$contacts.company_name,
5741,$contacts.phone_number,TN
5742,$contacts.email_address,EMAIL
5743,$contacts.comment,
5744,$objects.type,
5745,$objects.location_string,
5746,$objects.location_area.isrs_code,
5747,$objects.location_area.name,
5748,$objects.location_area.zone,
5749,$objects.location_area.latitude,
5750,$objects.location_area.longitude,
5751,$objects.location_lock.isrs_code,
5752,$objects.location_lock.name,
5753,$objects.location_lock.zone,
5754,$objects.location_lock.latitude,
5755,$objects.location_lock.longitude,
5756,$objects.location_bridge.isrs_code,
5757,$objects.location_bridge.name,
5758,$objects.location_bridge.zone,
5759,$objects.location_bridge.latitude,
5760,$objects.location_bridge.longitude,
5761,$objects.location_bridge_ditch.isrs_code,
5762,$objects.location_bridge_ditch.name,
5763,$objects.location_bridge_ditch.zone,
5764,$objects.location_bridge_ditch.latitude,
5765,$objects.location_bridge_ditch.longitude,
5766,$objects.location_berth_from.isrs_code,
5767,$objects.location_berth_from.name,
5768,$objects.location_berth_from.zone,
5769,$objects.location_berth_from.latitude,
5770,$objects.location_berth_from.longitude,
5771,$objects.location_bollard_from.isrs_code,
5772,$objects.location_bollard_from.name,
5773,$objects.location_bollard_from.zone,
5774,$objects.location_bollard_from.latitude,
5775,$objects.location_bollard_from.longitude,
5776,$objects.bollard_from_distance,
5777,$objects.location_berth_till.isrs_code,
5778,$objects.location_berth_till.name,
5779,$objects.location_berth_till.zone,
5780,$objects.location_berth_till.latitude,
5781,$objects.location_berth_till.longitude,
5782,$objects.location_bollard_till.isrs_code,
5783,$objects.location_bollard_till.name,
5784,$objects.location_bollard_till.zone,
5785,$objects.location_bollard_till.latitude,
5786,$objects.location_bollard_till.longitude,
5787,$objects.bollard_till_distance,
5788,$objects.location_waterway_from.isrs_code,
5789,$objects.location_waterway_from.name,
5790,$objects.location_waterway_from.zone,
5791,$objects.location_waterway_from.latitude,
5792,$objects.location_waterway_from.longitude,
5793,$objects.location_waterway_till.isrs_code,
5794,$objects.location_waterway_till.name,
5795,$objects.location_waterway_till.zone,
5796,$objects.location_waterway_till.latitude,
5797,$objects.location_waterway_till.longitude,
5798,$objects.constraints.position.nl,
5799,$objects.constraints.position.en,
5800,$objects.constraints.position.code,
5801,$objects.constraints.value,
5802,$objects.constraints.type.nl,
5803,$objects.constraints.type.en,
5804,$objects.constraints.type.code,
5805,$objects.constraints.unit.nl,
5806,$objects.constraints.unit.en,
5807,$objects.constraints.unit.code,
5808,$objects.constraints.reference_plane.nl,
5809,$objects.constraints.reference_plane.en,
5810,$objects.constraints.reference_plane.code,
5811,$objects.constraints.indication.nl,
5812,$objects.constraints.indication.en,
5813,$objects.constraints.indication.code,
5814,$objects.constraints.target.nl,
5815,$objects.constraints.target.en,
5816,$objects.constraints.target.code,
5817,$objects.constraints.direction.nl,
5818,$objects.constraints.direction.en,
5819,$objects.constraints.direction.code,
5820,$objects.constraints.periods.start,
5821,$objects.constraints.periods.end,
5822,$objects.constraints.periods.interval_period.nl,
5823,$objects.constraints.periods.interval_period.en,
5824,$objects.constraints.periods.interval_period.code,
5825,$objects.locations_of_berths_in_between.isrs_code,
5826,$objects.locations_of_berths_in_between.name,
5827,$objects.locations_of_berths_in_between.zone,
5828,$objects.locations_of_berths_in_between.latitude,
5829,$objects.locations_of_berths_in_between.longitude,
5830,$vhfs.channel,
5831,$vhfs.reporting_code.nl,
5832,$vhfs.reporting_code.en,
5833,$vhfs.reporting_code.code,
5834,$vhfs.comment,
5835,$signals.type.nl,
5836,$signals.type.en,
5837,$signals.type.code,
5838,$signals.description,
5839,$signals.reporting_code.nl,
5840,$signals.reporting_code.en,
5841,$signals.reporting_code.code,
5842,$signals.comment,
5843,$links,
5844,$age,AGE
5845,$year,
5846,$month,
5847,$machineId,
5848,$measureId,
5849,$triggerId,
5850,$varId,
5851,$events.timestamp,
5852,$events.value,
5853,$events.evt,
5854,$jobState,
5855,$scheduledStartTime,
5856,$events.machineId,
5857,$events.measureId,
5858,$events.triggerId,
5859,$events.varId,
5860,$events.events.timestamp,
5861,$events.events.value,
5862,$events.events.evt,
5863,$asset_id,
5864,$team_id,
5865,$setting_id,
5866,$domain,
5867,$labels,
5868,$softwares,
5869,$last_scan_id,
5870,$last_scan_start_datetime,
5871,$last_scan_end_datetime,
5872,$label_id,
5873,$software_id,
5874,$statuscode,
5875,$body.id,
5876,$body.fullName,FN
5877,$body.email,EMAIL
5878,$body.phoneNumber,TN
5879,$body.employeeId,
5880,$body.avatar,
5881,$body.userRole,
5882,$body.permission.userManagement.read,
5883,$body.permission.userManagement.update,
5884,$body.permission.userManagement.delete,
5885,$body.permission.accessManagement.read,
5886,$body.permission.accessManagement.update,
5887,$body.permission.accessManagement.delete,
5888,$body.status,
5889,$body.createdAt,
5890,$body.updatedAt,
5891,$body.token,
5892,$body.count,
5893,$body.totalItems,
5894,$body.currentPage,
5895,$body.itemPerPage,
5896,$body.totalPages,
5897,$body.currentItemCount,
5898,$body.lastPage,
5899,$body.data.userId,
5900,$body.data.email,EMAIL
5901,$body.data.fullName,FN
5902,$body.data.username,FN
5903,$body.data.mobileNumber,TN
5904,$body.data.avatar,
5905,$body.data.role,
5906,$body.data.kycStatus,
5907,$body.data.status,
5908,$body.data.authProvider,
5909,$body.data.createdAt,
5910,$body.data.updatedAt,
5911,$meta.status,
5912,$meta.statusCode,
5913,$meta.returnedCount,
5914,$meta.totalCount,
5915,$meta.messages.severity,
5916,$meta.messages.code,
5917,$meta.messages.description,
5918,$meta.timing.totalDuration,
5919,$meta.timing.timers.event,
5920,$meta.timing.timers.duration,
5921,$meta.debug.text,
5922,$meta.debugFilename,
5923,$meta.pagination.id,
5924,$meta.pagination.timestamp,
5925,$meta.version,
5926,$data.patientID,
5927,$data.noKnownAllergies,
5928,$data.noKnownDrugAllergies,
5929,$data.allergies.allergyId,
5930,$data.allergies.allergenId,
5931,$data.allergies.allergenName,
5932,$data.allergies.severity.code,
5933,$data.allergies.severity.display,
5934,$data.allergies.onsetDatePrecision.code,
5935,$data.allergies.onsetDatePrecision.display,
5936,$data.allergies.onsetDatePrecisionFlag.id,
5937,$data.allergies.onsetDatePrecisionFlag.display,
5938,$data.allergies.onsetDateTime,
5939,$data.allergies.sourceOfInformation.code,
5940,$data.allergies.sourceOfInformation.display,
5941,$data.allergies.substanceType.code,
5942,$data.allergies.substanceType.display,
5943,$data.allergies.documentedPersonnelId,
5944,$data.allergies.documentedDateTime,
5945,$data.allergies.reviewedPersonnelId,
5946,$data.allergies.reviewedDateTime,
5947,$data.allergies.comments.commentId,
5948,$data.allergies.comments.commentDateTime,
5949,$data.allergies.comments.commentPersonnelId,
5950,$data.allergies.comments.comment,
5951,$data.allergies.status.code,
5952,$data.allergies.status.display,
5953,$data.allergies.allergyClass.code,
5954,$data.allergies.allergyClass.display,
5955,$data.allergies.canceledInd,
5956,$data.allergies.canceledPersonnelId,
5957,$data.allergies.canceledDateTime,
5958,$data.allergies.cancelReason.code,
5959,$data.allergies.cancelReason.display,
5960,$data.allergies.reactions.reactionInstanceId,
5961,$data.allergies.reactions.reactionId,
5962,$data.allergies.reactions.reactionName,
5963,$data.allergies.reactions.activeInd,
5964,$data.allergies.createdUpdatedDateTime,
5965,$data.documentId,
5966,$data.patientId,
5967,$data.encounterId,
5968,$data.documentType.code,
5969,$data.documentType.display,
5970,$data.documentCategories.code,
5971,$data.documentCategories.display,
5972,$data.status.code,
5973,$data.status.display,
5974,$data.authorId,
5975,$data.cosignerId,
5976,$data.system.code,
5977,$data.system.display,
5978,$data.referenceId,
5979,$data.documentDateTime,
5980,$data.dictationDateTime,
5981,$data.transcriptionDateTime,
5982,$data.createdUpdatedDateTime,
5983,$data.documentClass.code,
5984,$data.documentClass.display,
5985,$data.parentDocumentId,
5986,$data.sections.sectionId,
5987,$data.sections.sectionType.code,
5988,$data.sections.sectionType.display,
5989,$data.sections.description,
5990,$data.sections.sectionDateTime,
5991,$data.sections.sectionStatus.code,
5992,$data.sections.sectionStatus.display,
5993,$data.sections.sectionPointer,
5994,$data.sections.storage.code,
5995,$data.sections.storage.display,
5996,$data.sections.format.code,
5997,$data.sections.format.display,
5998,$data.sections.body,
5999,$data.sections.size,
6000,$data.signatureLines.personnelId,
6001,$data.signatureLines.signatureDateTime,
6002,$data.signatureLines.signature,
6003,$data.signatureLines.format.code,
6004,$data.signatureLines.format.display,
6005,$data.problemId,
6006,$data.activeInd,
6007,$data.problemRefId,
6008,$data.actualResolutionDateTime,
6009,$data.annotatedDisplay,
6010,$data.beginEffectiveDateTime,
6011,$data.endEffectiveDateTime,
6012,$data.cancelReason.code,
6013,$data.cancelReason.display,
6014,$data.certainty.code,
6015,$data.certainty.display,
6016,$data.classification.code,
6017,$data.classification.display,
6018,$data.confirmationStatus.code,
6019,$data.confirmationStatus.display,
6020,$data.laterality.code,
6021,$data.laterality.display,
6022,$data.lifeCycleAccuracy.code,
6023,$data.lifeCycleAccuracy.display,
6024,$data.lifeCycleFlag.id,
6025,$data.lifeCycleFlag.display,
6026,$data.lifeCycleDateTime,
6027,$data.lifeCycleStatus.code,
6028,$data.lifeCycleStatus.display,
6029,$data.onsetDateTime,
6030,$data.onsetFlag.id,
6031,$data.onsetFlag.display,
6032,$data.persistence.code,
6033,$data.persistence.display,
6034,$data.problemTypeFlag.code,
6035,$data.problemTypeFlag.display,
6036,$data.prognosis.code,
6037,$data.prognosis.display,
6038,$data.qualifier.code,
6039,$data.qualifier.display,
6040,$data.ranking.code,
6041,$data.ranking.display,
6042,$data.severity.code,
6043,$data.severity.display,
6044,$data.severityClass.code,
6045,$data.severityClass.display,
6046,$data.personnelRelations.personnelId,
6047,$data.personnelRelations.relation.code,
6048,$data.personnelRelations.relation.display,
6049,$data.personnelRelations.relationDateTime,
6050,$data.personnelRelations.beginEffectiveDateTime,
6051,$data.personnelRelations.endEffectiveDateTime,
6052,$data.allergenId,
6053,$data.allergenName,
6054,$data.category.code,
6055,$data.category.display,
6056,$data.allergenCode.code,
6057,$data.allergenCode.system.code,
6058,$data.allergenCode.system.display,
6059,$data.rxNorm.code,
6060,$data.rxNorm.display,
6061,$data.rxNorm.termType,
6062,$data.categorizedComponents.categoryLevel,
6063,$data.categorizedComponents.category.code,
6064,$data.categorizedComponents.category.display,
6065,$data.categorizedComponents.parentCategory.code,
6066,$data.categorizedComponents.parentCategory.display,
6067,$data.categorizedComponents.components.code,
6068,$data.categorizedComponents.components.display,
6069,$data.uncategorizedComponents.code,
6070,$data.uncategorizedComponents.display,
6071,$data.aliases.alias,
6072,$data.aliases.aliasPool.code,
6073,$data.aliases.aliasPool.display,
6074,$data.aliases.aliasType.code,
6075,$data.aliases.aliasType.display,
6076,$data.aliases.formattedAlias,
6077,$data.displayName,
6078,$data.prefix,
6079,$data.suffix,
6080,$data.birthDateTime,DOB
6081,$data.age,AGE
6082,$data.deceased,
6083,$data.deceasedDateTime,
6084,$data.gender.code,GN
6085,$data.gender.display,GN
6086,$data.vipStatus.code,
6087,$data.vipStatus.display,
6088,$data.confidentiality.code,
6089,$data.confidentiality.display,
6090,$data.additionalPatientData.birthGender.code,GN
6091,$data.additionalPatientData.birthGender.display,GN
6092,$data.additionalPatientData.races.code,RACE
6093,$data.additionalPatientData.races.display,RACE
6094,$data.additionalPatientData.ethnicity.code,
6095,$data.additionalPatientData.ethnicity.display,
6096,$data.additionalPatientData.language.code,
6097,$data.additionalPatientData.language.display,
6098,$data.additionalPatientData.religion.code,
6099,$data.additionalPatientData.religion.display,
6100,$data.additionalPatientData.maritalStatus.code,
6101,$data.additionalPatientData.maritalStatus.display,
6102,$data.additionalPatientData.patientNames.patientNameId,
6103,$data.additionalPatientData.patientNames.displayName,FN
6104,$data.additionalPatientData.patientNames.lastName,LN
6105,$data.additionalPatientData.patientNames.firstName,FINA
6106,$data.additionalPatientData.patientNames.middleName,FINA
6107,$data.additionalPatientData.patientNames.prefix,
6108,$data.additionalPatientData.patientNames.suffix,FINA
6109,$data.additionalPatientData.patientNames.nameType.code,
6110,$data.additionalPatientData.patientNames.nameType.display,
6111,$data.additionalPatientData.addresses.addressId,HADD
6112,$data.additionalPatientData.addresses.addressType.code,HADD
6113,$data.additionalPatientData.addresses.addressType.display,HADD
6114,$data.additionalPatientData.addresses.streetAddress,HADD
6115,$data.additionalPatientData.addresses.city,CITY
6116,$data.additionalPatientData.addresses.state.code,ST
6117,$data.additionalPatientData.addresses.state.display,ST
6118,$data.additionalPatientData.addresses.zipCode,HADD
6119,$data.additionalPatientData.addresses.county.code,HADD
6120,$data.additionalPatientData.addresses.county.display,HADD
6121,$data.additionalPatientData.addresses.country.code,CC
6122,$data.additionalPatientData.addresses.country.display,CC
